Valor_Aluguel;Valor_Condominio;Metragem;N_Quartos;N_banheiros;N_Suites;N_Vagas
1400;292;45;1;2;1;1
1400;240;70;2;2;1;1
1400;587;50;2;2;1;1
1400;300;35;1;2;1;1
1400;900;75;2;2;1;1
1400;300;32;1;2;1;1
1400;510;68;3;2;1;1
1400;0;42;2;2;1;1
1400;0;52;2;2;1;1
1400;530;66;3;2;1;1
1400;615;74;3;2;1;1
1400;0;38;2;2;1;1
1400;0;50;2;2;1;1
1400;0;60;2;2;1;1
1400;0;64;2;2;1;1
1400;200;62;2;2;1;1
1400;757;61;2;2;1;1
1400;757;61;2;2;1;1
1400;470;58;1;2;1;1
1400;0;65;2;2;1;1
1400;538;69;2;2;1;1
1400;520;71;2;2;1;1
1400;500;48;2;2;1;1
1400;570;60;2;2;1;1
1400;475;51;2;2;1;1
1400;680;72;3;2;1;1
1400;680;75;3;2;1;1
1400;700;75;3;2;1;1
1400;680;73;3;2;1;1
1400;640;74;3;2;1;1
1400;560;75;3;2;1;1
1400;442;52;2;2;1;1
1400;693;56;2;2;1;2
1400;50;80;3;2;1;1
1400;500;60;2;2;1;1
1400;0;52;2;2;1;1
1400;374;62;2;2;1;1
1400;395;55;2;2;1;1
1400;402;70;3;2;1;1
1400;0;50;2;2;1;1
1400;600;60;2;2;1;1
1400;450;52;2;2;1;1
1400;759;84;3;2;1;1
1400;580;60;3;2;1;1
1400;720;70;3;2;1;1
1400;521;58;2;2;1;1
1400;580;80;3;2;1;1
1400;53;70;2;2;1;1
1400;520;63;2;2;1;1
1400;293;70;2;2;1;1
1400;650;53;2;2;1;1
1400;372;47;2;2;1;1
1400;465;55;2;2;1;1
1400;200;50;2;2;1;1
1400;763;56;2;2;1;1
1400;120;70;2;1;0;0
1400;717;44;1;1;0;1
1400;670;56;2;1;0;1
1400;442;38;1;1;0;1
1400;670;56;2;1;0;1
1400;347;80;3;1;0;0
1400;409;60;2;1;0;1
1400;296;42;2;1;0;1
1400;371;50;2;1;0;1
1400;571;35;1;1;0;1
1400;460;45;2;1;0;1
1400;540;50;1;1;0;0
1400;520;38;1;1;0;0
1400;699;45;1;1;0;1
1400;350;32;1;1;0;1
1400;360;80;2;1;0;0
1400;450;50;1;1;0;1
1400;450;84;2;1;0;1
1400;645;60;2;1;0;2
1400;475;60;2;1;0;1
1400;445;64;2;1;0;1
1400;1050;90;3;1;0;2
1400;321;73;2;1;0;1
1400;400;48;2;1;0;1
1400;200;45;2;1;0;1
1400;400;48;2;1;0;1
1400;0;65;2;1;0;0
1400;729;69;2;2;1;2
1400;550;60;2;1;0;1
1400;550;60;2;1;0;1
1400;575;56;2;1;0;1
1400;743;63;2;1;0;1
1400;400;44;2;1;0;1
1400;0;56;2;1;0;1
1400;0;50;1;1;0;1
1400;0;50;2;1;0;1
1400;100;40;2;1;0;1
1400;268;45;2;1;0;1
1400;0;50;2;1;0;1
1400;895;68;3;2;0;2
1400;631;66;2;1;0;1
1400;80;75;2;1;0;0
1400;795;68;3;2;1;1
1400;294;57;2;1;0;1
1400;900;77;3;1;0;2
1400;580;60;3;1;0;1
1400;461;60;1;1;0;0
1400;333;34;1;1;0;1
1400;660;62;3;2;1;1
1400;394;47;2;1;0;1
1400;835;64;2;1;0;1
1400;528;60;2;1;0;1
1400;100;80;2;1;0;0
1400;535;82;2;1;0;2
1400;600;144;2;1;0;1
1400;658;53;2;1;0;1
1400;850;64;2;2;1;1
1400;570;60;2;2;1;1
1400;725;74;2;2;0;1
1400;640;74;3;1;0;1
1400;400;57;2;2;1;1
1400;720;75;3;2;0;1
1400;560;60;2;1;0;1
1400;600;72;3;1;0;1
1400;470;50;2;1;0;1
1400;532;68;3;2;1;1
1400;764;70;3;1;0;2
1400;400;52;2;1;0;1
1400;480;55;2;1;0;1
1400;530;58;2;1;0;1
1400;900;70;3;2;1;1
1400;759;84;3;2;1;1
1400;410;65;2;2;1;1
1400;501;70;3;1;0;1
1400;300;48;2;1;0;1
1400;620;117;3;2;1;2
1400;590;70;3;2;1;1
1400;293;70;2;1;0;1
1400;637;37;1;1;0;1
1400;600;61;3;2;1;1
1400;600;61;3;2;1;1
1400;413;60;3;1;0;1
1400;200;50;2;1;0;1
1400;400;50;2;1;0;1
1400;200;47;2;1;0;1
1400;200;50;2;1;0;1
1400;763;56;2;1;0;1
1400;705;65;2;2;1;2
1400;150;70;2;2;1;1
1400;550;80;2;1;0;1
1400;500;75;2;1;0;0
1400;477;58;2;1;0;1
1400;400;80;2;1;0;0
1400;490;55;2;2;1;1
1400;327;50;1;2;1;1
1400;50;70;3;2;1;1
1400;442;38;1;2;1;1
1400;700;72;2;2;1;1
1400;273;32;1;2;1;1
1400;341;44;2;2;1;1
1400;480;50;1;2;1;1
1400;607;47;1;2;1;1
1400;307;32;1;2;1;1
1400;500;43;1;2;1;1
1400;398;53;2;2;1;1
1400;390;53;2;2;1;1
1400;369;55;2;2;1;1
1400;475;60;2;2;1;1
1400;533;55;2;2;1;1
1400;1500;32;1;2;1;1
1400;458;60;2;2;1;1
1400;650;60;2;2;1;1
1400;450;47;2;2;1;1
1400;510;64;2;2;1;1
1400;350;52;2;2;1;1
1400;396;55;2;2;1;1
1400;450;110;2;2;1;1
1400;631;66;2;2;1;1
1400;0;65;2;2;1;1
1400;512;60;3;2;1;1
1400;428;46;2;2;1;1
1400;573;56;2;2;1;1
1400;420;58;2;2;1;1
1400;300;70;2;2;1;1
1400;540;55;2;2;1;1
1400;425;56;2;2;1;1
1400;384;50;2;2;1;1
1400;550;60;3;2;1;1
1400;480;50;2;2;1;1
1400;720;56;2;2;1;1
1400;730;86;3;2;1;1
1400;53;70;2;2;1;1
1400;450;54;2;2;1;1
1400;354;48;1;1;0;0
1400;350;75;3;1;0;0
1400;615;63;2;2;1;1
1400;670;90;3;2;1;2
1400;1300;85;3;3;2;1
1400;462;52;2;2;1;1
1400;462;52;2;2;1;1
1400;340;33;1;1;0;1
1400;1460;85;3;2;1;2
1400;700;75;2;1;0;1
1400;384;50;2;1;0;1
1400;800;75;3;1;0;2
1400;600;56;2;2;1;1
1400;520;63;2;1;0;0
1400;15;40;2;1;0;0
1400;1966;30;1;1;0;1
1400;0;45;2;1;0;1
1400;290;69;3;1;0;1
1400;1112;72;2;2;1;1
1400;220;60;2;2;1;1
1400;690;50;2;2;1;1
1409;680;35;1;2;1;1
1414;586;80;2;1;0;1
1420;480;50;2;1;0;1
1420;580;54;2;1;0;1
1420;650;50;2;2;1;1
1428;0;60;3;2;1;1
1430;470;55;1;2;1;1
1430;0;52;2;2;1;1
1430;527;50;1;1;0;1
1440;0;47;2;2;1;1
1441;733;70;2;2;1;1
1441;733;70;2;1;0;0
1447;666;85;2;1;0;1
1450;0;65;2;2;1;1
1450;350;52;2;2;1;1
1450;500;65;2;2;1;1
1450;750;70;3;2;1;2
1450;650;70;3;2;1;1
1450;458;50;2;2;1;1
1450;650;75;3;2;1;1
1450;0;50;2;2;1;1
1450;1;48;2;2;1;1
1450;0;60;2;2;1;1
1450;450;62;3;2;1;1
1450;492;56;3;2;1;1
1450;450;48;2;2;1;1
1450;0;50;1;1;0;0
1450;210;70;2;1;0;0
1450;380;33;1;1;0;1
1450;550;76;3;2;1;2
1450;476;45;1;1;0;1
1450;438;49;2;1;0;1
1450;729;68;2;2;1;2
1450;500;65;2;2;1;1
1450;475;60;2;2;1;1
1450;458;49;2;2;1;1
1450;350;50;2;1;0;1
1450;587;50;2;2;1;1
1450;554;50;2;1;0;1
1450;280;100;2;1;0;1
1450;690;65;3;2;1;1
1450;380;53;2;1;0;1
1450;345;49;2;1;0;1
1450;950;42;1;2;1;1
1450;450;49;2;1;0;1
1450;590;80;2;2;1;1
1450;150;60;2;2;1;1
1450;550;60;2;2;1;1
1450;0;99;2;2;1;1
1450;430;49;2;2;1;1
1450;485;60;2;2;1;1
1450;446;50;2;1;0;0
1450;385;45;1;1;0;0
1450;473;54;2;1;0;0
1450;400;63;2;2;1;1
1450;600;40;1;1;0;1
1460;340;50;2;2;1;1
1460;800;84;3;2;1;1
1475;525;60;2;3;2;1
1480;527;50;1;1;0;1
1480;458;57;1;2;1;0
1486;714;50;2;1;0;0
1490;430;45;1;1;0;1
1497;730;100;3;3;1;1
1499;850;90;3;2;0;1
1499;300;55;2;2;1;1
1500;337;55;2;2;1;1
1500;2893;230;3;2;1;2
1500;275;80;3;2;1;1
1500;410;56;3;2;1;1
1500;870;77;3;2;1;2
1500;870;78;3;2;1;2
1500;530;63;3;2;1;1
1500;375;55;2;2;1;1
1500;0;62;3;2;1;1
1500;0;53;2;2;1;1
1500;0;60;3;2;1;1
1500;200;72;4;2;1;1
1500;700;68;3;2;1;1
1500;180;78;2;2;1;1
1500;730;70;3;2;1;1
1500;279;56;2;2;1;1
1500;246;56;2;2;1;1
1500;279;56;2;2;1;1
1500;560;57;2;2;1;1
1500;246;57;2;2;1;1
1500;246;56;2;2;1;1
1500;246;56;2;2;1;1
1500;275;56;2;2;1;1
1500;279;56;2;2;1;1
1500;279;56;2;2;1;1
1500;320;56;2;2;1;1
1500;971;95;3;2;1;2
1500;0;50;2;2;1;1
1500;390;50;2;2;1;1
1500;550;60;2;2;1;1
1500;0;57;2;2;1;1
1500;0;72;4;2;1;1
1500;600;60;2;2;1;1
1500;0;80;1;2;1;1
1500;1155;120;3;2;1;2
1500;700;72;3;2;1;1
1500;370;70;3;2;1;1
1500;250;60;2;2;1;1
1500;915;86;3;2;1;1
1500;568;65;2;2;1;1
1500;300;65;3;2;1;1
1500;657;70;2;2;1;1
1500;387;64;2;2;1;1
1500;750;70;3;2;1;1
1500;500;56;2;2;1;1
1500;400;56;2;2;1;1
1500;750;80;3;2;1;1
1500;452;55;2;2;1;1
1500;487;50;2;2;1;1
1500;505;50;2;2;1;1
1500;300;35;1;2;1;1
1500;335;76;3;2;1;1
1500;125;110;2;2;1;1
1500;0;32;1;2;1;1
1500;570;70;2;2;1;1
1500;0;59;2;2;1;1
1500;350;50;2;2;1;1
1500;589;65;1;2;1;2
1500;0;43;2;2;1;1
1500;500;64;3;2;1;1
1500;529;50;2;2;1;1
1500;732;74;3;2;1;1
1500;800;91;3;1;2;2
1500;300;48;2;2;1;1
1500;350;48;2;2;1;1
1500;560;68;3;2;1;1
1500;0;55;3;2;1;1
1500;0;72;3;2;1;1
1500;0;44;1;2;1;1
1500;732;111;3;2;1;1
1500;786;90;3;2;1;1
1500;505;70;3;2;1;1
1500;650;68;2;2;1;1
1500;399;62;3;2;1;1
1500;1500;140;2;3;2;4
1500;600;52;2;2;1;1
1500;748;51;1;2;1;2
1500;540;65;3;2;1;1
1500;480;50;1;2;1;1
1500;700;64;2;2;1;1
1500;700;73;3;2;1;1
1500;822;70;2;2;1;2
1500;1780;99;3;3;1;2
1500;700;58;1;2;1;2
1500;700;50;2;2;1;1
1500;620;35;1;2;1;1
1500;474;48;2;2;1;1
1500;1125;115;3;3;1;2
1500;609;55;2;2;1;1
1500;480;53;2;2;1;1
1500;892;70;3;2;1;1
1500;587;56;2;2;1;1
1500;392;50;2;2;1;1
1500;170;85;2;2;1;1
1500;0;65;2;2;1;1
1500;142;60;1;2;1;1
1500;142;63;1;2;1;1
1500;391;65;2;2;1;1
1500;299;58;2;2;1;1
1500;480;70;3;2;1;1
1500;780;80;3;3;1;2
1500;390;49;2;2;1;1
1500;663;70;3;2;1;1
1500;411;50;2;2;1;1
1500;515;65;3;2;1;1
1500;925;79;2;2;1;1
1500;0;50;2;2;1;1
1500;600;60;2;2;1;1
1500;465;60;2;2;1;1
1500;450;49;2;2;1;1
1500;1500;63;2;2;1;1
1500;595;70;2;2;1;2
1500;520;55;1;1;0;0
1500;306;50;1;1;0;1
1500;580;90;2;1;0;1
1500;942;109;2;1;0;1
1500;1100;90;2;1;0;1
1500;273;32;1;1;0;1
1500;273;31;1;1;0;1
1500;140;100;2;2;0;1
1500;413;75;2;1;0;0
1500;273;31;1;1;0;1
1500;273;31;1;1;0;1
1500;400;45;2;1;0;1
1500;208;34;1;2;1;0
1500;0;85;2;1;0;0
1500;403;80;2;1;0;0
1500;346;53;2;1;0;1
1500;370;50;2;1;0;1
1500;273;31;1;1;0;1
1500;273;31;1;1;0;1
1500;346;53;2;1;0;1
1500;273;31;1;1;0;1
1500;273;31;1;1;0;1
1500;245;60;1;1;0;1
1500;600;60;2;1;0;1
1500;570;45;1;1;0;0
1500;1200;80;2;1;0;1
1500;608;45;1;1;0;0
1500;349;80;2;1;0;0
1500;389;75;2;1;0;0
1500;538;52;1;2;1;0
1500;560;40;1;1;0;1
1500;513;45;1;1;0;0
1500;330;33;1;1;0;1
1500;600;63;3;2;1;1
1500;564;63;3;2;1;1
1500;300;67;3;2;1;0
1500;420;65;3;2;1;1
1500;1000;98;3;1;0;1
1500;950;90;3;2;1;3
1500;804;90;3;1;0;2
1500;420;65;3;2;1;1
1500;546;60;3;2;1;1
1500;719;69;2;1;0;1
1500;1100;110;3;2;1;2
1500;495;60;1;2;1;2
1500;145;70;2;1;0;1
1500;480;125;3;2;0;1
1500;520;42;1;2;1;1
1500;550;53;2;2;1;2
1500;652;60;2;1;0;2
1500;190;50;1;1;0;1
1500;972;100;3;3;1;1
1500;530;53;2;2;1;1
1500;550;77;3;1;0;1
1500;430;56;2;2;1;1
1500;420;46;2;1;0;1
1500;337;55;2;1;0;1
1500;416;45;2;1;0;1
1500;0;55;2;1;0;1
1500;1350;127;3;4;3;2
1500;870;77;3;2;0;2
1500;900;77;3;2;1;2
1500;1200;127;3;4;3;2
1500;500;62;3;1;0;1
1500;200;110;3;2;1;1
1500;0;55;2;2;1;1
1500;450;62;3;2;1;1
1500;0;45;2;1;0;1
1500;420;60;2;1;0;1
1500;280;56;2;1;0;1
1500;971;95;3;2;1;2
1500;700;80;3;2;1;1
1500;455;67;2;1;0;1
1500;690;86;3;2;1;2
1500;580;55;3;1;0;1
1500;498;50;2;1;0;1
1500;800;126;3;2;1;1
1500;452;55;2;2;1;1
1500;480;50;2;1;0;1
1500;505;50;2;1;0;1
1500;361;48;1;1;0;0
1500;580;60;2;1;0;1
1500;605;72;3;2;1;1
1500;775;56;2;1;0;1
1500;0;144;1;2;1;1
1500;590;142;2;1;0;1
1500;680;64;2;1;0;1
1500;424;55;2;1;0;1
1500;707;67;2;1;0;1
1500;600;70;3;2;1;1
1500;860;70;2;2;1;2
1500;850;72;3;2;1;2
1500;909;102;2;2;1;2
1500;1490;70;3;1;0;1
1500;400;45;2;1;0;1
1500;650;40;2;1;0;1
1500;330;60;2;1;0;1
1500;0;70;2;1;0;1
1500;330;60;2;1;0;1
1500;650;73;3;1;0;1
1500;760;75;3;2;0;2
1500;827;87;3;2;1;2
1500;515;38;1;2;1;1
1500;720;74;3;2;0;1
1500;816;75;3;1;0;1
1500;370;58;3;1;0;1
1500;495;63;2;2;1;2
1500;600;75;3;2;1;1
1500;190;50;2;1;0;1
1500;500;60;2;1;0;1
1500;550;75;2;2;1;1
1500;486;70;2;1;0;1
1500;600;60;2;1;0;1
1500;600;60;2;2;1;1
1500;506;64;2;1;0;1
1500;462;60;2;1;0;1
1500;560;57;2;1;0;1
1500;436;65;2;1;0;1
1500;80;70;2;1;0;1
1500;436;55;2;1;0;1
1500;0;56;2;1;0;1
1500;142;60;1;1;0;0
1500;683;65;2;1;0;1
1500;409;80;2;1;0;1
1500;142;60;1;1;0;0
1500;306;70;3;2;1;1
1500;306;70;3;2;1;1
1500;299;58;2;1;0;1
1500;390;49;2;1;0;0
1500;450;50;2;2;1;1
1500;663;70;3;2;1;1
1500;450;50;2;2;1;1
1500;450;55;2;2;1;1
1500;371;54;2;1;0;1
1500;482;65;2;1;0;1
1500;430;48;2;2;1;1
1500;200;45;2;1;0;0
1500;200;82;2;2;1;0
1500;435;50;1;1;0;1
1500;305;58;2;1;0;1
1500;0;60;1;1;0;1
1500;1300;60;2;2;1;2
1500;180;65;2;1;0;1
1500;580;53;2;1;0;2
1500;610;64;2;2;1;1
1500;255;30;1;2;1;1
1500;383;75;2;2;1;1
1500;709;73;2;2;1;2
1500;370;50;2;2;1;1
1500;403;80;2;2;1;1
1500;430;42;2;2;1;1
1500;320;43;2;2;1;1
1500;413;75;2;2;1;1
1500;200;45;1;2;1;1
1500;350;50;2;2;1;1
1500;325;45;2;2;1;1
1500;411;80;2;2;1;1
1500;411;75;2;2;1;1
1500;0;58;1;2;1;1
1500;500;55;2;2;1;1
1500;480;52;2;2;1;1
1500;400;75;1;2;1;1
1500;600;63;3;2;1;1
1500;562;67;2;2;1;1
1500;304;55;2;2;1;1
1500;450;80;3;3;1;1
1500;550;70;2;2;1;2
1500;420;65;3;2;1;1
1500;546;60;3;2;1;1
1500;546;65;3;2;1;1
1500;950;90;3;2;1;3
1500;940;83;3;2;1;1
1500;650;55;2;2;1;1
1500;380;70;2;2;1;1
1500;145;70;2;2;1;1
1500;402;65;2;2;1;1
1500;520;43;1;2;1;1
1500;1138;100;2;2;1;1
1500;652;60;2;2;1;2
1500;480;57;2;2;1;1
1500;520;42;1;2;1;1
1500;640;80;3;2;1;1
1500;388;50;2;2;1;1
1500;340;45;2;2;1;1
1500;0;56;2;2;1;1
1500;590;52;2;2;1;1
1500;0;52;2;2;1;1
1500;500;57;2;2;1;1
1500;530;52;2;2;1;1
1500;750;70;3;2;1;1
1500;500;52;2;2;1;1
1500;279;56;2;2;1;1
1500;279;56;2;2;1;1
1500;290;56;2;2;1;1
1500;400;65;3;2;1;1
1500;280;56;2;2;1;1
1500;279;56;2;2;1;1
1500;279;56;2;2;1;1
1500;275;56;2;2;1;1
1500;246;56;2;2;1;1
1500;600;64;2;2;1;1
1500;640;89;3;3;1;1
1500;507;60;3;2;1;1
1500;281;54;2;2;1;2
1500;0;54;2;2;1;1
1500;220;54;1;2;1;1
1500;335;35;1;2;1;1
1500;502;68;3;2;1;1
1500;710;64;3;2;1;1
1500;1049;60;3;2;1;1
1500;905;82;3;2;1;2
1500;692;57;2;2;1;1
1500;400;65;3;2;1;1
1500;462;60;2;2;1;2
1500;600;60;2;2;1;1
1500;0;72;2;2;1;1
1500;0;68;1;2;1;1
1500;512;38;1;1;0;0
1500;493;68;1;1;0;1
1500;150;80;2;1;0;0
1500;799;70;2;1;0;1
1500;798;80;3;1;0;0
1500;640;80;3;1;0;1
1500;350;63;2;1;0;1
1500;515;65;2;1;0;1
1500;2893;230;3;2;1;2
1500;500;52;2;1;0;1
1500;426;46;2;1;0;1
1500;555;60;2;1;0;2
1500;500;56;2;1;0;1
1500;680;76;3;1;0;1
1500;631;60;3;1;0;1
1500;310;70;2;1;0;1
1500;520;50;2;1;0;0
1500;580;68;3;1;0;1
1500;670;80;3;2;1;1
1500;640;76;3;1;0;1
1500;853;70;3;1;0;1
1500;825;75;3;1;0;1
1500;639;74;3;1;0;1
1500;125;80;2;1;0;0
1500;476;34;1;1;0;1
1500;600;70;3;2;1;2
1500;350;49;2;1;0;1
1500;0;40;1;1;0;1
1500;455;55;2;1;0;1
1500;880;82;3;2;1;1
1500;530;56;2;1;0;1
1500;623;65;2;1;0;1
1500;600;76;3;1;0;1
1500;824;68;3;2;1;1
1500;450;65;2;1;0;0
1500;690;57;2;2;1;2
1500;1014;70;3;2;1;1
1500;570;74;2;2;0;1
1509;750;85;3;2;1;2
1509;750;85;3;2;1;2
1520;420;75;3;2;1;1
1530;1030;60;3;2;1;2
1530;450;76;3;2;1;1
1530;1030;60;3;1;0;2
1540;640;75;3;1;0;0
1540;640;74;3;1;0;1
1541;110;37;2;1;0;1
1550;0;63;3;2;1;2
1550;0;60;2;2;1;1
1550;560;66;2;2;1;1
1550;442;60;2;2;1;1
1550;510;55;2;2;1;1
1550;460;46;2;2;1;1
1550;557;52;2;2;1;1
1550;636;74;3;2;1;1
1550;450;63;3;2;1;1
1550;306;60;2;1;0;0
1550;470;65;2;1;0;0
1550;340;60;1;1;0;0
1550;520;42;1;2;1;1
1550;564;78;3;1;0;1
1550;592;73;3;1;0;1
1550;760;75;3;1;0;2
1550;950;40;1;1;0;1
1550;470;65;2;2;1;1
1550;550;33;1;2;1;1
1550;564;78;3;2;1;1
1550;520;42;1;2;1;1
1550;306;43;2;2;1;1
1550;0;45;2;2;1;1
1550;630;34;1;1;0;1
1550;564;78;3;1;0;1
1550;306;43;2;1;0;1
1550;500;64;3;1;0;1
1550;540;50;2;1;0;1
1550;500;50;2;1;0;1
1570;0;50;2;2;1;1
1580;0;60;2;2;1;1
1583;0;48;2;2;1;1
1590;790;45;1;2;1;1
1590;530;60;2;1;0;0
1599;560;65;2;2;1;1
1600;416;45;2;2;1;1
1600;306;43;2;2;1;1
1600;150;80;2;2;1;1
1600;420;46;2;2;1;1
1600;300;48;2;2;1;1
1600;300;66;2;2;1;1
1600;0;48;2;2;1;1
1600;400;52;2;2;1;1
1600;520;64;3;2;1;1
1600;450;54;2;2;1;1
1600;370;70;2;2;1;1
1600;0;52;2;2;1;1
1600;0;56;2;2;1;1
1600;313;53;2;2;1;1
1600;550;49;2;2;1;1
1600;370;54;2;2;1;1
1600;500;50;2;2;1;1
1600;400;56;2;2;1;1
1600;358;56;2;2;1;1
1600;542;65;3;2;1;1
1600;360;57;2;2;1;1
1600;0;56;3;2;1;1
1600;0;61;3;2;1;1
1600;450;62;3;2;1;1
1600;900;90;3;2;1;2
1600;583;68;2;2;1;1
1600;230;80;2;2;1;1
1600;400;50;2;2;1;1
1600;700;90;2;2;1;1
1600;512;47;2;2;1;1
1600;290;36;1;2;1;1
1600;706;67;2;2;1;1
1600;550;50;2;2;1;1
1600;350;36;1;2;1;1
1600;450;62;1;2;1;1
1600;550;50;1;2;1;1
1600;400;47;2;2;1;1
1600;0;57;3;2;1;1
1600;0;52;2;2;1;1
1600;0;70;2;2;1;1
1600;556;62;3;2;1;1
1600;0;72;3;2;1;1
1600;686;65;3;2;1;1
1600;800;48;2;2;1;1
1600;230;50;2;2;1;1
1600;230;50;2;2;1;1
1600;470;48;1;2;1;1
1600;712;68;2;2;1;1
1600;337;38;1;2;1;1
1600;300;60;2;2;1;1
1600;360;44;2;2;1;1
1600;450;50;2;2;1;1
1600;350;112;2;2;1;2
1600;680;55;2;2;1;1
1600;0;38;1;2;1;1
1600;743;50;2;2;1;1
1600;760;52;2;2;1;2
1600;900;45;1;2;1;1
1600;917;53;2;2;1;1
1600;350;49;2;2;1;1
1600;400;55;2;2;1;1
1600;718;64;2;2;1;2
1600;980;40;1;2;1;1
1600;656;55;2;2;1;1
1600;575;60;2;2;1;1
1600;700;82;3;2;1;2
1600;620;67;3;2;1;2
1600;600;67;3;3;1;2
1600;430;65;3;2;1;1
1600;620;67;3;2;1;2
1600;780;90;3;2;1;1
1600;768;100;3;3;1;1
1600;459;54;2;2;1;1
1600;500;79;2;2;1;1
1600;400;64;2;2;1;1
1600;411;50;2;2;1;1
1600;420;49;2;2;1;1
1600;600;90;3;2;1;1
1600;550;55;2;2;1;1
1600;160;50;2;2;1;1
1600;400;50;2;2;1;1
1600;0;55;3;2;1;1
1600;550;65;2;2;1;1
1600;0;50;2;2;1;1
1600;350;44;2;1;0;1
1600;810;67;2;2;1;1
1600;850;67;2;2;1;1
1600;360;31;1;1;0;0
1600;395;60;1;1;0;0
1600;498;47;1;1;0;1
1600;450;44;1;1;0;0
1600;500;79;2;1;0;1
1600;600;120;2;1;0;1
1600;0;65;1;1;0;1
1600;330;32;1;1;0;1
1600;550;36;1;2;1;1
1600;270;63;1;1;0;0
1600;270;40;1;1;0;0
1600;410;45;1;1;0;1
1600;970;86;3;2;1;1
1600;640;70;2;1;0;0
1600;538;55;1;1;0;1
1600;486;41;1;1;0;1
1600;476;64;1;1;0;0
1600;570;40;1;1;0;1
1600;860;70;2;1;0;1
1600;1554;153;4;2;1;2
1600;1554;153;4;2;1;2
1600;500;74;2;2;1;1
1600;877;84;3;2;1;3
1600;600;70;3;2;1;1
1600;1300;120;3;2;1;2
1600;610;96;3;1;0;1
1600;660;44;1;1;0;1
1600;890;95;3;2;1;2
1600;658;44;1;1;0;1
1600;520;43;1;2;1;1
1600;0;40;2;2;0;0
1600;390;58;2;1;0;1
1600;300;48;2;1;0;1
1600;350;48;2;1;0;1
1600;300;48;2;1;0;1
1600;306;43;2;1;0;1
1600;306;43;2;1;0;1
1600;400;52;2;2;1;1
1600;700;83;2;1;0;1
1600;300;50;2;1;0;1
1600;0;56;2;1;0;1
1600;450;53;2;2;1;1
1600;794;80;3;2;1;1
1600;700;60;2;1;0;1
1600;480;75;3;2;1;1
1600;670;71;2;1;0;1
1600;592;50;2;1;0;1
1600;700;90;2;1;0;1
1600;430;50;2;1;0;1
1600;250;40;2;2;1;1
1600;767;73;2;1;0;1
1600;770;75;2;1;0;1
1600;380;72;2;1;0;1
1600;850;70;2;1;0;1
1600;850;80;2;1;0;1
1600;850;80;2;1;0;1
1600;850;80;2;1;0;1
1600;550;50;1;1;0;1
1600;400;47;2;1;0;1
1600;790;75;3;2;1;2
1600;670;70;3;1;0;2
1600;561;75;2;2;0;1
1600;450;42;1;1;0;1
1600;400;38;1;1;0;1
1600;470;48;1;1;0;1
1600;439;67;2;1;0;1
1600;610;64;3;1;0;1
1600;800;80;3;2;1;1
1600;230;50;2;1;0;0
1600;338;38;1;1;0;1
1600;685;60;3;1;0;2
1600;1500;99;1;2;1;3
1600;308;51;2;1;0;1
1600;500;55;2;2;1;1
1600;599;76;3;2;1;2
1600;0;50;2;1;0;1
1600;1100;73;3;1;0;2
1600;400;55;2;1;0;1
1600;600;75;3;1;0;1
1600;0;52;2;1;0;1
1600;559;36;1;1;0;1
1600;597;66;3;1;0;1
1600;600;67;3;1;0;1
1600;570;60;2;1;0;1
1600;530;58;2;1;0;1
1600;834;70;3;2;1;1
1600;680;65;2;1;0;1
1600;680;65;2;2;1;1
1600;768;100;3;2;1;1
1600;768;96;3;2;1;1
1600;800;65;2;2;1;1
1600;367;51;2;1;0;2
1600;320;52;2;1;0;1
1600;659;42;1;1;0;1
1600;520;70;3;2;1;0
1600;520;75;3;2;1;1
1600;420;35;1;1;0;1
1600;550;50;2;1;0;1
1600;500;70;3;1;0;1
1600;750;70;2;1;0;2
1600;1900;30;1;1;0;1
1600;430;52;2;1;0;2
1600;160;50;2;1;0;1
1600;667;68;2;1;0;2
1600;402;65;2;2;1;1
1600;569;49;2;2;1;1
1600;1200;53;1;2;1;2
1600;330;47;2;2;1;1
1600;569;49;2;1;0;1
1600;768;51;2;2;1;2
1600;800;69;3;2;1;1
1600;1000;50;1;1;0;1
1600;570;70;3;2;1;1
1600;440;55;1;2;1;1
1600;370;54;2;2;1;1
1600;608;55;1;2;1;1
1600;766;45;1;2;1;1
1600;399;60;2;2;1;1
1600;420;70;2;2;1;2
1600;0;70;2;2;1;2
1600;1554;153;4;2;1;2
1600;850;70;2;2;1;1
1600;877;84;3;2;1;3
1600;610;96;3;2;1;1
1600;550;60;2;2;1;2
1600;530;53;2;2;1;1
1600;326;53;2;2;1;1
1600;660;63;2;2;1;1
1600;292;62;2;2;1;1
1600;292;62;2;2;1;1
1600;665;67;3;2;1;2
1600;911;65;2;2;1;2
1600;868;60;2;2;1;2
1600;554;62;2;2;1;1
1600;300;50;2;2;1;1
1600;380;47;2;2;1;1
1600;350;50;2;2;1;1
1600;0;117;2;2;1;1
1600;370;63;2;2;1;1
1600;592;50;2;2;1;1
1600;495;61;3;2;1;1
1600;460;48;2;2;1;1
1600;850;80;2;2;1;1
1600;320;56;2;2;1;1
1600;400;35;1;2;1;1
1600;400;71;2;2;1;1
1600;724;55;2;2;1;1
1600;455;66;2;2;1;1
1600;474;48;1;2;1;1
1600;479;68;2;2;1;1
1600;580;50;2;2;1;1
1600;470;62;3;2;1;1
1600;660;62;2;3;1;1
1600;150;70;2;2;1;1
